U.S. Gulf Coast Ultra-Low Sulfur No 2 Diesel Spot Price
https://www.eia.gov/dnav/pet/hist/LeafHandler.ashx?n=PET&s=EER_EPD2DXL0_PF4_RGC_DPG&f=D
12:41:07 GMT-0600 (Central Standard Time)
Source: U.S. Energy Information Administration
Day,U.S. Gulf Coast Ultra-Low Sulfur No 2 Diesel Spot Price Dollars per Gallon
09/1/2006,2.035
08/31/2006,2.095
08/30/2006,2.092
08/29/2006,2.072
08/28/2006,2.127
08/25/2006,2.227
08/24/2006,2.249
08/23/2006,2.225
08/22/2006,2.262
08/21/2006,2.257
08/18/2006,2.209
08/17/2006,2.188
08/16/2006,2.174
08/15/2006,2.174
08/14/2006,2.17
08/11/2006,2.205
08/10/2006,2.209
08/9/2006,2.285
08/8/2006,2.296
08/7/2006,2.37
08/4/2006,2.347
08/3/2006,2.373
08/2/2006,2.408
08/1/2006,2.352
07/31/2006,2.319
07/28/2006,2.303
07/27/2006,2.34
07/26/2006,2.275
07/25/2006,2.175
07/24/2006,2.247
07/21/2006,2.269
07/20/2006,2.216
07/19/2006,2.253
07/18/2006,2.273
07/17/2006,2.214
07/14/2006,2.25
07/13/2006,2.274
07/12/2006,2.173
07/11/2006,2.158
07/10/2006,2.122
07/7/2006,2.167
07/6/2006,2.199
07/5/2006,2.214
07/3/2006,2.186
06/30/2006,2.186
06/29/2006,2.175
06/28/2006,2.105
06/27/2006,2.117
06/26/2006,2.126
06/23/2006,2.114
06/22/2006,2.092
06/21/2006,2.059
06/20/2006,2.028
06/19/2006,2.021
06/16/2006,2.085
06/15/2006,2.145
06/14/2006,2.152 
